war_id,war_name,war_type,war_type_code,start_date,end_date,belligerents_side1,belligerents_side2,initiator,outcome,total_deaths,where_fought,source_file
IN811,Fourth DRC (Shaba),Intra-State War (国内战争-中央政府),4,1978-05-20,1978-06-06,Belgium; France; DRC,-8; -8; FNLC,,胜利 (Victory),980,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN813,Overthrow of the Shah,Intra-State War (国内战争-中央政府),4,1978-09-03,1979-02-11,Iran,Anti-Shah Coalition,,失败 (Defeat),1100,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN815,Sandinista Rebellion,Intra-State War (国内战争-中央政府),4,1978-09-09,1979-07-18,Nicaragua,Sandinistas,,失败 (Defeat),4000,北美 (North America),Intra-StateWarData_v4.1.csv
IS190,Ugandian-Tanzanian,Inter-State War (国家间战争),1,1978-10-28,1979-04-11,Tanzania,Uganda; Libya,Libya,胜利 (Victory),3000,拉美 (Latin America),Inter-StateWarData_v4.0.csv
ES475,Khmer Insurgency,Extra-State War (国家对外战争),3,1979-01-09,1989-09-25,Vietnam; Cambodia,Khmer Rouge; -8,Vietnam,转型 (Transformed),40300,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN816,Anti-Khomeini Coalition,Intra-State War (国内战争-中央政府),4,1979-02-12,1984-03-01,Iran,Anti-Khmoneini Coalition: Fedayeen Kalq & Kurds,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS193,Sino-Vietnamese Punitive,Inter-State War (国家间战争),1,1979-02-17,1979-03-16,China,Vietnam,Vietnam,胜利 (Victory),21000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN812,First Afghan Mujahideen Uprising,Intra-State War (国内战争-中央政府),4,1979-03-15,1980-02-21,Russia; Afghanistan,-8; Mujahideen,,转型 (Transformed),34992,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN817,El Salvador,Intra-State War (国内战争-中央政府),4,1979-07-01,1992-02-01,El Salvador,Salvadorean Democratic Front,,妥协 (Compromise),-18,北美 (North America),Intra-StateWarData_v4.1.csv
ES476,Soviet Quagmire,Extra-State War (国家对外战争),3,1980-02-22,1989-02-15,USSR; Afghanistan,Muhajadin; -8,,转型 (Transformed),70000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IS199,Iran-Iraq,Inter-State War (国家间战争),1,1980-09-22,1988-08-20,Iran,Iraq,,僵局 (Stalemate),1250000,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN822,Second Uganda,Intra-State War (国内战争-地方政府),5,1980-12-08,1986-03-19,Uganda,National Resistance Army,,失败 (Defeat),46000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN823,Nigeria-Muslim,Intra-State War (国内战争-地方政府),5,1980-12-18,1981-01-01,Nigeria,Muslim fundamentalists,,胜利 (Victory),1050,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN825,Hama,Intra-State War (国内战争-中央政府),4,1981-11-01,1982-02-23,Syria,Muslim Brotherhood,,胜利 (Victory),3000,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN826,Tigrean and Eritrean,Intra-State War (国内战争-地方政府),5,1982-01-23,1991-05-28,Ethiopia,Tigray & Eritrea,,失败 (Defeat),75000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN827,Shining Path,Intra-State War (国内战争-中央政府),4,1982-03-04,1992-09-12,Peru,Shining Path & TARM,,胜利 (Victory),16000,北美 (North America),Intra-StateWarData_v4.1.csv
IN828,Contra War,Intra-State War (国内战争-中央政府),4,1982-03-18,1990-04-19,Nicaragua,Contras,,僵局 (Stalemate),32200,北美 (North America),Intra-StateWarData_v4.1.csv
IS202,Falkland Islands,Inter-State War (国家间战争),1,1982-03-25,1982-06-15,United Kingdom,Argentina,,胜利 (Victory),1001,北美 (North America),Inter-StateWarData_v4.0.csv
IS205,War over Lebanon,Inter-State War (国家间战争),1,1982-04-21,1982-09-15,Israel,Syria,Syria,僵局 (Stalemate),1655,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN831,Matabeleland,Intra-State War (国内战争-中央政府),4,1983-01-01,1987-12-27,Zimbabwe,ZAPU,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN832,Fourth Burmese,Intra-State War (国内战争-地方政府),5,1983-02-01,1988-01-01,Burma,Karen & Kachin Rebels,,胜利 (Victory),4000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN833,Fourth Lebanese Civil,Intra-State War (国内战争-中央政府),4,1983-04-18,1984-02-29,United States; France; Lebanon,-8; -8; Shi'ites & Druze,,失败 (Defeat),334,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN820,Second Chad (Habre Revolt),Intra-State War (国内战争-地方政府),5,1983-08-09,1984-09-01,-8; Chad; Libya,France; FAN; -8,,失败 (Defeat),6184,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN836,Second South Sudan,Intra-State War (国内战争-中央政府),4,1983-11-17,1991-08-27,Sudan,SPLA-Garang faction,,妥协 (Compromise),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN837,Indian Golden Temple,Intra-State War (国内战争-地方政府),5,1984-06-01,1984-07-30,India,Sikhs,,僵局 (Stalemate),1191,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN838,First Turkish Kurds,Intra-State War (国内战争-地方政府),5,1984-08-14,1986-03-01,Turkey,"Kurds, PKK",,释放 (Released),10500,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN818,Mozambique,Intra-State War (国内战争-中央政府),4,1985-01-01,1992-10-04,Tanzania; Mozambique; Zimbabwe,-8; Renamo; -8,,胜利 (Victory),516,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN840,Fifth Iraqi  Kurds,Intra-State War (国内战争-地方政府),5,1985-01-01,1988-07-17,-8; Iraq,Iran; Kurds,,胜利 (Victory),-35,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN842,South Yemen,Intra-State War (国内战争-中央政府),4,1986-01-13,1986-01-29,Yemen People's Republic,Leftist Factions,,失败 (Defeat),13000,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN843,Holy Spirit Movement,Intra-State War (国内战争-中央政府),4,1986-08-01,1987-10-01,Uganda,HSMF,,胜利 (Victory),7000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IS207,War over the Aouzou Strip,Inter-State War (国家间战争),1,1986-11-15,1987-09-11,Chad,Libya,Libya,胜利 (Victory),8000,Unknown,Inter-StateWarData_v4.0.csv
IS208,Sino-Vietnamese Border War,Inter-State War (国家间战争),1,1987-01-05,1987-02-06,China,Vietnam,China,僵局 (Stalemate),4000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN835,First Sri Lanka Tamil,Intra-State War (国内战争-地方政府),5,1987-07-25,1990-05-24,India; Sri Lanka,-8; Tamils,,妥协 (Compromise),26647,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN845,Second Sri Lanka-JVP,Intra-State War (国内战争-中央政府),4,1987-07-29,1989-12-29,Sri Lanka,JVP,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN846,Inkatha-ANC,Intra-State War (国内战争-非政府),7,1987-12-20,1994-04-26,Inkatha,ANC,,僵局 (Stalemate),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN847,Fifth Burmese,Intra-State War (国内战争-中央政府),4,1988-03-01,1988-10-03,Burma,Pro-democracy,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN848,First Somalia,Intra-State War (国内战争-中央政府),4,1988-05-26,1991-01-26,Somalia,rebel clans,,失败 (Defeat),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN850,Fifth Lebanese,Intra-State War (国内战争-中央政府),4,1989-02-01,1990-10-13,-8; Lebanon,Syria; militias,,失败 (Defeat),2633,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN851,Second Afghan Mujahideen Uprising,Intra-State War (国内战争-中央政府),4,1989-02-16,2001-10-06,Afghanistan,Mujahadin,,转型 (Transformed),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN852,Third Chad (Deby Coup),Intra-State War (国内战争-中央政府),4,1989-03-01,1990-12-04,Chad,Deby's MPS,,失败 (Defeat),3800,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN853,First Aceh,Intra-State War (国内战争-地方政府),5,1989-06-01,1991-06-01,Indonesia,GAM,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN854,Bougainville Secession,Intra-State War (国内战争-地方政府),5,1989-07-14,1992-09-01,Papua New Guinea,BRA,,释放 (Released),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN856,Eighth Colombia,Intra-State War (国内战争-地方政府),5,1989-08-19,-007-01-01,Colombia,FARC & Drug Lords,,继续 (Ongoing),28161,北美 (North America),Intra-StateWarData_v4.1.csv
IN857,First Cambodian Civil War,Intra-State War (国内战争-中央政府),4,1989-09-26,1991-10-23,Cambodia,Khmer Rouge & KPNFL,,妥协 (Compromise),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN858,Romania,Intra-State War (国内战争-中央政府),4,1989-12-18,1989-12-26,Romania,Anti-Ceaucescu Rebels,,失败 (Defeat),1000,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN860,First Liberia,Intra-State War (国内战争-中央政府),4,1989-12-24,1990-11-28,Liberia; Nigeria,NPFL; -8,,释放 (Released),-26,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IS211,Gulf War,Inter-State War (国家间战争),1,1990-08-02,1991-04-11,Kuwait; United States of America; Canada; United Kingdom; Italy; Morocco; Egypt; Oman; France; United Arab Emirates; Qatar; Saudi Arabia; Syria,Iraq,,胜利 (Victory),41466,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN861,Kashmir Insurgents,Intra-State War (国内战争-地方政府),5,1990-09-19,2005-10-08,India,Kashmiri Guerillas,,释放 (Released),27700,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN862,Shiite and Kurdish,Intra-State War (国内战争-地方政府),5,1991-03-01,1991-03-31,Iraq,Shiites & Kurds,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN863,First Sierra Leone,Intra-State War (国内战争-中央政府),4,1991-03-23,1996-04-23,Sierra Leone,RUF,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN864,Croatian Independence,Intra-State War (国内战争-地方政府),5,1991-05-02,1992-01-02,Yugoslavia/Serbia,Croatia,,失败 (Defeat),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN865,Second Turkish Kurds,Intra-State War (国内战争-地方政府),5,1991-07-10,1999-02-16,Turkey,"Kurds, PKK",,僵局 (Stalemate),16500,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
ES477,First PKK in Iraq,Extra-State War (国家对外战争),3,1991-08-04,1992-03-25,Turkey,PKK in Iraq,Turkey,僵局 (Stalemate),300,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN866,The SPLA Division (Dinka-Nuer) War,Intra-State War (国内战争-非政府),7,1991-08-28,1992-11-01,Garang faction,Nuer faction,,释放 (Released),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN868,Jukun-Tiv War,Intra-State War (国内战争-非政府),7,1991-10-01,1992-03-01,Jukun,Tiv,,僵局 (Stalemate),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN872,Nagorno-Karabakh,Intra-State War (国内战争-地方政府),5,1991-12-26,1993-02-05,-8; Azerbaijan,Armenia; Nagorno-Karabakh,,转型 (Transformed),10992,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN873,Dniestrian Independence,Intra-State War (国内战争-地方政府),5,1991-12-26,1992-07-02,Moldova,Dniestria,,妥协 (Compromise),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN871,Georgia,Intra-State War (国内战争-中央政府),4,1991-12-26,1992-03-01,Georgia,Reform,,失败 (Defeat),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN875,Algerian Islamic Front,Intra-State War (国内战争-中央政府),4,1992-02-07,1999-06-01,Algeria,Islamic Front,,妥协 (Compromise),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS215,Bosnian Independence,Inter-State War (国家间战争),1,1992-04-07,1992-05-13,Croatia; Bosnia,Yugoslavia,,转型 (Transformed),5240,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN877,Bosnian-Serb Rebellion,Intra-State War (国内战争-地方政府),5,1992-06-06,1994-12-31,Bosnia; United States; -8; Croatia,Bosnian Serbs; -8; Croatia; -8,,胜利 (Victory),46195,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN878,Second Liberia,Intra-State War (国内战争-中央政府),4,1992-10-15,1995-08-19,Liberia; Nigeria,NPFL & ULIMO; -8,,妥协 (Compromise),-35,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN880,Angolan War of the Cities,Intra-State War (国内战争-中央政府),4,1992-10-28,1994-11-15,Angola,UNITA,,妥协 (Compromise),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN870,Second Somalia,Intra-State War (国内战争-中央政府),4,1992-12-13,1995-03-01,Nigeria; Somalia; Pakistan; Australia; France; United States of America; Italy,-8; Aideed Faction; -8; -8; -8; -8; -8,,妥协 (Compromise),-23,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN881,Second Cambodia Civil,Intra-State War (国内战争-中央政府),4,1993-01-29,1997-07-01,Cambodia,Khmer Rouge,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS216,Azeri-Armenian,Inter-State War (国家间战争),1,1993-02-06,1994-05-12,Armenia,Azerbaijan,Armenia,胜利 (Victory),14000,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN876,Tajikistan,Intra-State War (国内战争-中央政府),4,1993-03-01,1997-06-27,Russia; Tadzhikistan,-8; United Tajik Opposition,,妥协 (Compromise),-35,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN882,Abkhazia Revolt,Intra-State War (国内战争-地方政府),5,1993-08-18,1994-04-14,Georgia,Abkhazia,,失败 (Defeat),8000,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN883,Second Burundi,Intra-State War (国内战争-中央政府),4,1993-10-21,1998-06-01,Burundi,Tutsi army,,释放 (Released),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN885,South Yemeni Secessionist,Intra-State War (国内战争-地方政府),5,1994-02-21,1994-07-07,Yemen,South Yemen,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN886,Second Rwanda,Intra-State War (国内战争-中央政府),4,1994-04-06,1994-07-18,Rwanda,Patriotic Front,,失败 (Defeat),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN888,First Chechnya,Intra-State War (国内战争-地方政府),5,1994-12-11,1996-08-31,Russia,Chechnya,,失败 (Defeat),10000,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN890,Iraqi Kurd Internecine,Intra-State War (国内战争-非政府),7,1994-12-20,1995-08-11,PUK,KDP,,僵局 (Stalemate),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS217,Cenepa Valley,Inter-State War (国家间战争),1,1995-01-09,1995-02-27,Peru,Ecuador,,妥协 (Compromise),1500,北美 (North America),Inter-StateWarData_v4.0.csv
IN891,Croatia-Krajina War,Intra-State War (国内战争-地方政府),5,1995-05-01,1995-11-01,Croatia,Krajinia Serbs,,胜利 (Victory),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN892,Third Liberia,Intra-State War (国内战争-中央政府),4,1996-04-05,1996-08-20,Liberia,NPFL,,妥协 (Compromise),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN893,Sixth Iraqi Kurds,Intra-State War (国内战争-地方政府),5,1996-08-31,1996-10-23,Iraq,PUK,,僵局 (Stalemate),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN895,Fifth DRC,Intra-State War (国内战争-中央政府),4,1997-01-01,1997-01-30,-8; -8; -8; DRC,Uganda; Rwanda; Angola; ADFL,,失败 (Defeat),-69,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN896,Third Rwanda,Intra-State War (国内战争-中央政府),4,1997-03-17,1998-10-30,Rwanda,Hutu rebels,,胜利 (Victory),3300,拉美 (Latin America),Intra-StateWarData_v4.1.csv
ES479,Second PKK in Iraq,Extra-State War (国家对外战争),3,1997-05-14,1997-06-14,Turkey,PKK in Iraq,Turkey,僵局 (Stalemate),100,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN897,First Congo (Brazzaville),Intra-State War (国内战争-中央政府),4,1997-10-10,1997-10-15,-8; Congo,Angola; FDU (Cobra militia),,失败 (Defeat),-35,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN898,Second Sierra Leone,Intra-State War (国内战争-中央政府),4,1998-02-06,1999-07-07,Sierra Leone; -8; -8; -8; -8,Kabbah faction; Ghana; Nigeria; Guinea; United Kingdom,,失败 (Defeat),-86,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN900,Kosovo Independence,Intra-State War (国内战争-地方政府),5,1998-02-28,1999-03-23,Yugoslavia,KLA,,转型 (Transformed),1200,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IS219,Badme Border,Inter-State War (国家间战争),1,1998-05-06,2000-12-12,Eritrea,Ethiopia,Ethiopia,僵局 (Stalemate),120000,拉美 (Latin America),Inter-StateWarData_v4.0.csv
IN902,Guinea-Bissau Military,Intra-State War (国内战争-中央政府),4,1998-06-09,1998-11-01,Guinea; Guinea-Bissau; Senegal,-8; Mané Junta; -8,,失败 (Defeat),-52,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN905,Africa's World War,Intra-State War (国内战争-中央政府),4,1998-08-24,2002-11-04,Angola; Sudan; Namibia; Zimbabwe; -8; -8; -8; Chad; Democratic Republic of Congo,"-8; -8; -8; -8; Rwanda; Burundi; Uganda; -8; RCD, MLC, et al",,妥协 (Compromise),-154,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN906,Fourth Chad (Togoimi Revolt),Intra-State War (国内战争-中央政府),4,1998-10-16,2000-04-28,Chad,MDD & MDJT,,释放 (Released),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN907,Third Angolan,Intra-State War (国内战争-中央政府),4,1998-12-04,2002-02-22,Angola,UNITA,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN908,Second Congo (Brazzaville),Intra-State War (国内战争-中央政府),4,1998-12-15,1999-11-16,Congo (Brazzaville),Ninjas and Cocoye militias,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN910,Moluccas Sectarian,Intra-State War (国内战争-非政府),7,1999-01-01,2000-08-22,Laskar Jihad,FKM & RMS,,释放 (Released),1791,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS221,War for Kosovo,Inter-State War (国家间战争),1,1999-03-24,1999-06-10,Turkey; Italy; United Kingdom; United States of America; Netherlands; France; Germany,Yugoslavia,Germany,胜利 (Victory),5002,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN911,First Nigeria Christian-Muslim,Intra-State War (国内战争-非政府),7,1999-05-01,2000-05-31,Christian Tarok,Muslim Fulani,,胜利 (Victory),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN912,Second Aceh,Intra-State War (国内战争-地方政府),5,1999-05-03,2002-12-09,Indonesia,GAM,,妥协 (Compromise),3830,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS223,Kargil War,Inter-State War (国家间战争),1,1999-05-08,1999-07-17,India,Pakistan,,胜利 (Victory),1172,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN913,Oromo Liberation,Intra-State War (国内战争-地方政府),5,1999-05-30,1999-08-18,Ethiopia,Oromo Lib. Front,,胜利 (Victory),1000,拉美 (Latin America),Intra-StateWarData_v4.1.csv
NS1594,Hemda-Lendu War,Unknown,9,1999-06-01,2005-03-01,Hemda; -8,Lendu; -8; -8; -8; -8,Lendu,僵局 (Stalemate),0,拉美 (Latin America),Non-StateWarData_v4.0.csv
IN915,Second Chechen,Intra-State War (国内战争-地方政府),5,1999-08-07,2003-10-03,Russia,Chechnya,,胜利 (Victory),20000,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN916,Second Philippine-Moro,Intra-State War (国内战争-地方政府),5,2000-04-23,2001-06-22,Philippines,MILF,,妥协 (Compromise),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN917,Guinean,Intra-State War (国内战争-中央政府),4,2000-09-11,2001-04-01,Guinea ,RDFG,,僵局 (Stalemate),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
ES480,Al Aqsa Intifada,Extra-State War (国家对外战争),2,2000-09-28,2003-09-09,Israel,Palestinians,,胜利 (Victory),900,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN918,Third Burundi,Intra-State War (国内战争-中央政府),4,2001-03-21,2003-10-08,Burundi,FNL & FROLINA,,妥协 (Compromise),3150,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN920,Fourth Rwanda,Intra-State War (国内战争-中央政府),4,2001-05-21,2001-09-04,Rwanda,Army for the Liberation of Rwanda,,胜利 (Victory),1791,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IS225,Invasion of Afghanistan,Inter-State War (国家间战争),1,2001-11-15,2001-12-22,Canada; France; United Kingdom; United States of America; Australia,Afghanistan,Afghanistan,转型 (Transformed),4002,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN921,First Nepal Maoist Insurgency,Intra-State War (国内战争-中央政府),4,2001-11-23,2003-01-29,Nepal ,CPN,,僵局 (Stalemate),3780,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES481,Afghan Resistance,Extra-State War (国家对外战争),3,2001-12-23,-007-01-01,France; Australia; Germany; United Kingdom; Canada; United States; Afghanistan,-8; -8; -8; -8; -8; al-Qaeda & Taliban; -8,Afghanistan,继续 (Ongoing),2393,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN922,Fourth Liberian,Intra-State War (国内战争-中央政府),4,2002-02-01,2003-08-11,Liberia,LURD & MODEL,,失败 (Defeat),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN923,Ethiopian Anyuaa-Nuer,Intra-State War (国内战争-非政府),7,2002-08-01,2003-01-01,Anyuaa,Nuer,,释放 (Released),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN925,Cote d'Ivoire Military,Intra-State War (国内战争-中央政府),4,2002-12-11,2004-11-16,France; Cote d'Ivoire,"-8; MPCI, MPIGO, MJP",,失败 (Defeat),2701,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN926,Third Philippine-Moro,Intra-State War (国内战争-地方政府),5,2003-02-11,2003-07-01,Phillippines,MILF & ASG,,释放 (Released),1000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN927,Darfur,Intra-State War (国内战争-地方政府),5,2003-02-26,2006-12-11,Sudan,SLA & JEM,,僵局 (Stalemate),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS227,Invasion of Iraq,Inter-State War (国家间战争),1,2003-03-19,2003-05-02,Australia; United Kingdom; United States of America,Iraq,Iraq,转型 (Transformed),7173,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
ES482,Iraqi Resistance,Extra-State War (国家对外战争),3,2003-05-03,-007-01-01,Australia; United States; United Kingdom; Netherlands; Spain; Poland; Italy; Ukraine; Iraq; Republic of Korea,-8; al-Qaeda & Iraqi resistence; -8; -8; -8; -8; -8; -8; -8; -8,United Kingdom,继续 (Ongoing),15017,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN930,Third Aceh,Intra-State War (国内战争-地方政府),5,2003-05-18,2003-11-18,Indonesia,GAM,,胜利 (Victory),1550,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN931,Second Nepal Maoists,Intra-State War (国内战争-中央政府),4,2003-08-27,2006-04-26,Nepal,CPN,,妥协 (Compromise),7030,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN932,Waziristan,Intra-State War (国内战争-地方政府),5,2004-02-20,2006-09-05,United States; Pakistan,-8; Waziri tribes,,失败 (Defeat),2983,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN933,Second Nigeria Christian-Muslim,Intra-State War (国内战争-非政府),7,2004-03-01,2004-09-16,Christian Tarok,Muslim Fulani,,僵局 (Stalemate),-18,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN935,First Yemeni Cleric,Intra-State War (国内战争-中央政府),4,2004-06-21,2005-04-08,Yemen,Zaidi Muslims,,胜利 (Victory),2250,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN936,Philippine Joint Offensive,Intra-State War (国内战争-地方政府),5,2005-01-17,2006-07-11,Phillippines,MILF & NPA,,释放 (Released),2823,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN937,Fifth Chad,Intra-State War (国内战争-中央政府),4,2005-12-18,2006-12-20,Chad,FUDC,,胜利 (Victory),1100,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN940,Second Sri Lanka Tamil,Intra-State War (国内战争-地方政府),5,2006-10-11,-007-01-01,Sri Lanka,LTTE,,继续 (Ongoing),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN938,Third Somalia,Intra-State War (国内战争-中央政府),4,2007-01-07,2007-06-03,United States; Somalia; Ethiopia; -8,-8; SCIC; -8; Eritrea,,胜利 (Victory),-69,拉美 (Latin America),Intra-StateWarData_v4.1.csv
IN941,Second Yemeni Cleric,Intra-State War (国内战争-中央政府),4,2007-01-29,2007-06-16,Yemen,Zaidi Muslims,,僵局 (Stalemate),3500,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
